Timestamp,Regime de Contratação,Qual é seu gênero?,Em qual região do Brasil você mora?,Modelo de Atuação,Você cria ou dá manutenção em testes automatizados em seu trabalho?,Qual é o seu salário mensal bruto em Reais?,Qual é o seu cargo atualmente?,Qual é sua senioridade?,Você foi afetado pela onde de demissões em massa nos últimos 6 meses?,(Opcional) Quais informações você quer que eu extraia a partir dos dados que você forneceu?
2/22/2023 16:14:37,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",12500,Líder de Testes,Especialista,Não,
2/26/2023 18:51:33,PJ,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",12500,Analista de Qualidade (QA),Sênior,Não,
2/27/2023 4:49:18,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",12455,Analista de Qualidade (QA),Sênior,Não,
2/27/2023 12:39:52,PJ,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",12300,Analista de Testes,Pleno,Sim,
2/21/2023 13:57:19,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",12200,Automatizador de Testes,Sênior,Não,
3/1/2023 5:43:24,CLT,Masculino,Centro-Oeste,Remoto,"Sim, mais de 8 horas por semama",12200,Analista de Qualidade (QA),Sênior,Não,Oportunidades PJ
2/26/2023 7:45:13,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",12110,Engenheiro de Qualidade (QA Engineer),Sênior,Não,Acho que seria válido um treinamento aberto sobre o appium 8
2/9/2023 6:26:51,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",12000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 7:50:19,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",12000,Líder de Testes,Especialista,Não,
2/10/2023 5:19:18,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",12000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,Faixa salárial
2/11/2023 7:45:16,CLT,Masculino,Sudeste,Presencial,"Sim, entre 1 e 8 horas por semana",12000,Analista de Qualidade (QA),Sênior,Não,
2/22/2023 21:10:58,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",12000,Engenheiro de Qualidade (QA Engineer),Sênior,Sim,
2/23/2023 6:51:22,CLT,Feminino,Sudeste,Remoto,Não,12000,Analista de Qualidade (QA),Especialista,Não,"GFT Brasil, empresa que eu trabalha antes de vir pro Canadá Contrato 100% CLT com milhares de benefícios pra todos os níveis (se quiser posso te detalhar todos)
Agora os salários variam de 1800$ a 20000$ reais 
Eles fizeram um programa de contração em massa e capacitação de novos qas "
2/26/2023 17:52:13,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",12000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/27/2023 7:06:40,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",12000,Analista de Qualidade (QA),Sênior,Sim,
2/27/2023 11:20:57,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",12000,Líder de Testes,Especialista,Não,
3/7/2023 10:44:31,Contrato,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",12000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/26/2023 13:30:20,CLT,Feminino,Nordeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",12000,Líder de Testes,Especialista,Não,
2/9/2023 6:20:32,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",12000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 7:21:41,PJ,Masculino,Sudeste,Remoto,Não,12000,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 8:01:31,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",12000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 19:45:40,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",12000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/11/2023 8:50:47,PJ,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",12000,Automatizador de Testes,Sênior,Não,
2/11/2023 16:28:16,CLT,Masculino,Sudeste,Presencial,"Sim, mais de 8 horas por semama",12000,Automatizador de Testes,Sênior,Não,Tempo na empresa
2/11/2023 16:57:31,PJ,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",12000,Analista de Qualidade (QA),Sênior,Sim,
2/11/2023 19:48:13,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",12000,Analista de Qualidade (QA),Sênior,Não,Salário 
2/12/2023 10:57:09,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",12000,Líder de Testes,Especialista,Não,Qual a tendencia da atuacao dos QAs para os proximos 2 anos?
2/15/2023 12:48:54,CLT,Masculino,Sul,Remoto,Não,12000,Analista de Qualidade (QA),Sênior,Não,
2/23/2023 14:07:48,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",12000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/23/2023 17:06:05,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",12000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/26/2023 11:48:34,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",12000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,"Seria interessante saber quais ferramentas são mais utilizadas para automação de testes (Robot Framework, Cypress etc), por setor, bancos, indústria etc "
2/26/2023 14:22:54,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",12000,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 23:09:10,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",12000,Líder de Testes,Especialista,Não,
2/27/2023 11:42:40,PJ,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",12000,Automatizador de Testes,Sênior,Não,
2/28/2023 8:48:41,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",12000,Analista de Qualidade (QA),Sênior,Sim,
3/8/2023 5:40:01,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",12000,Automatizador de Testes,Pleno,Sim,
2/11/2023 11:08:52,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",11980,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 10:02:02,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",11796.84,Analista de Testes,Sênior,Não,Média salarial para cargos acima do meu
2/9/2023 13:59:26,PJ,Masculino,Centro-Oeste,Remoto,"Sim, mais de 8 horas por semama",11720,Automatizador de Testes,Sênior,Não,
3/2/2023 13:33:50,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",11700,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/15/2023 20:03:33,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",11700,Analista de Qualidade (QA),Sênior,Não,
2/10/2023 8:19:47,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",11600,Analista de Qualidade (QA),Sênior,Não,
2/22/2023 17:10:57,CLT,Masculino,Sul,Remoto,Não,11500,Analista de Qualidade (QA),Especialista,Não,
2/23/2023 4:57:34,Contrato,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",11500,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 21:53:13,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",11500,Analista de Qualidade (QA),Sênior,Não,
2/10/2023 13:43:41,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",11500,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 12:01:56,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",11413,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 11:10:15,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",11300,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 21:57:45,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",11300,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/13/2023 10:30:54,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",11300,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 19:01:19,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",11300,Analista de Qualidade (QA),Sênior,Não,Quantidades de mulheres em cargos mais altos 
2/23/2023 7:45:51,CLT,Feminino,Sudeste,Remoto,Não,11295,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/23/2023 9:52:19,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",11280,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/10/2023 10:10:25,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",11274,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
3/1/2023 8:05:46,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",11252,Analista de Qualidade (QA),Pleno,Não,"Seu questionário faltou perguntar região que trabalho, por exemplo moro no sudeste mas trabalho em empresa do sul do Brasil"
2/9/2023 6:41:34,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",11250,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/21/2023 13:09:52,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",11216,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 11:42:37,CLT,Masculino,Centro-Oeste,Remoto,Não,11200,Analista de Qualidade (QA),Sênior,Não,
2/16/2023 10:48:58,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",11200,Analista de Qualidade (QA),Sênior,Não,Média de salários de QAS senior (sem utilização de automação)
2/11/2023 21:24:10,CLT,Feminino,Sudeste,Remoto,Não,11200,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/22/2023 19:28:50,PJ,Feminino,Norte,Remoto,"Sim, mais de 8 horas por semama",11200,Automatizador de Testes,Pleno,Não,"Deveria ter algum campo que a gente pudesse informar se a vaga que estamos atuando é no Brasil ou fora do país Será que o PJ aumentou por conta das contratações internacionais? 
Eu gostaria de saber esse dado"
2/22/2023 22:10:42,Contrato,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",11200,Analista de Qualidade (QA),Sênior,Sim,
3/6/2023 16:14:44,CLT,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",11200,Analista de Qualidade (QA),Sênior,Não,
2/11/2023 8:33:34,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",11200,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 8:09:47,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",11154.23,Analista de Qualidade (QA),Sênior,Não,Média salarial e seria interessante um campo “empresa” pra gente avaliar como estão pagando
2/11/2023 14:49:24,CLT,Masculino,Norte,Remoto,"Sim, entre 1 e 8 horas por semana",11150,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 6:51:44,CLT,Feminino,Nordeste,Remoto,Não,11149,Analista de Qualidade (QA),Sênior,Não,
2/26/2023 8:21:45,CLT,Masculino,Sul,Remoto,Não,11097,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/26/2023 9:54:14,CLT,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",11066.56,Analista de Qualidade (QA),Pleno,Não,
2/23/2023 9:10:31,PJ,Masculino,Sul,Remoto,Não,11004,Analista de Qualidade (QA),Pleno,Não,
2/22/2023 19:19:38,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",11000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,Se o trabalho remoto caiu
2/10/2023 5:03:32,CLT,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",11000,Analista de Qualidade (QA),Especialista,Não,
2/10/2023 5:27:04,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",11000,Engenheiro de Qualidade (QA Engineer),Sênior,Sim,
2/21/2023 17:55:16,PJ,Masculino,Sul,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",11000,Engenheiro de Qualidade (QA Engineer),Especialista,Não,
2/22/2023 16:37:14,CLT,Masculino,Sudeste,Remoto,Não,11000,Diretor de Qualidade (Head of QA),Especialista,Não,
2/26/2023 13:03:49,CLT,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",11000,Engenheiro de Qualidade (QA Engineer),Especialista,Não,
2/26/2023 19:02:56,PJ,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",11000,Automatizador de Testes,Pleno,Não,
2/9/2023 10:17:03,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,11000,Gerente de Testes,Especialista,Não,
2/9/2023 12:08:36,CLT,Feminino,Sudeste,Remoto,Não,11000,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 23:59:27,PJ,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,11000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,"Nessa squad não atuo com Automação,  porém estão falando de inserir"
2/14/2023 12:44:11,CLT,Feminino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",11000,Analista de Qualidade (QA),Sênior,Não,
2/14/2023 21:36:13,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",11000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/18/2023 7:19:38,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",11000,Analista de Qualidade (QA),Sênior,Não,
2/21/2023 15:26:37,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,11000,Gerente de Qualidade (QA Manager),Especialista,Não,
2/26/2023 11:24:18,Flex,Feminino,Sudeste,Remoto,Não,11000,Analista de Testes,Sênior,Sim,
2/27/2023 4:57:15,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",11000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,Salário médio por senioridade
2/27/2023 6:30:07,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,11000,Líder de Testes,Sênior,Não,
2/27/2023 6:37:54,PJ,Masculino,Sudeste,Remoto,Não,11000,Analista de Testes,Sênior,Sim,Se houve uma diminuição do modelo de contratação PJ e um aumento do modelo de contratação CLT
3/6/2023 14:48:49,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",11000,Líder de Testes,Especialista,Não,
2/9/2023 7:26:27,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",11000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/11/2023 21:49:51,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",11000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,"o que tenho notado que os lay-off/demissão em massa é pra reduzir a ""super"" valorização salarial da área de TI durante a pandemia poderia colocar a pergunta: quanto tempo tem no trabaho"
2/28/2023 16:28:07,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",10845,Analista de Qualidade (QA),Especialista,Não,
2/10/2023 17:10:15,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10800,Analista de Qualidade (QA),Pleno,Não,
2/15/2023 11:31:10,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10800,Analista de Testes,Pleno,Não,
2/26/2023 8:26:12,CLT,Feminino,Sul,Híbrido (Presencial e Remoto),Não,10800,Analista de Testes,Sênior,Não,
2/21/2023 7:41:43,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",10700,Líder de Testes,Sênior,Não,Salário por região e faixa de senioridade
2/26/2023 9:42:34,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10700,Líder de Testes,Sênior,Não,
2/9/2023 8:51:15,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10699.25,Engenheiro de Qualidade (QA Engineer),Pleno,Não,Trabalho em uma instituição financeira 
2/13/2023 9:50:41,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",10690,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/28/2023 8:26:59,CLT,Masculino,Sudeste,Remoto,Não,10682,Líder de Testes,Especialista,Não,
2/22/2023 8:58:38,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",10650,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 6:31:04,Flex,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",10650,Automatizador de Testes,Sênior,Não,
2/9/2023 12:00:39,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",10642,Automatizador de Testes,Sênior,Não,"É um passo importante para avaliar o momento de cada um na empresa  e o salário O valor nominal exclui a variável ""benefícios"""
2/9/2023 8:31:51,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10601.41,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/22/2023 17:16:25,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10600,Analista de Qualidade (QA),Sênior,Não,
2/26/2023 10:45:15,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10600,Analista de Qualidade (QA),Sênior,Não,"Seria legal ver o seguimento em que trabalha (se startup, bancos, multinacionais, etc)"
3/6/2023 14:58:06,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",10600,Líder de Testes,Sênior,Não,Seria legal mostrar a disparidade entre cargos de execução/desenvolvimento com cargos de liderança Pois algumas pessoas acham que cargos que não tem liderança iram ganhar valores altos
2/9/2023 16:24:02,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10600,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/27/2023 6:47:26,CLT,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",10560,Analista de Qualidade (QA),Sênior,Não,
2/20/2023 19:58:47,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",10500,Analista de Qualidade (QA),Sênior,Não,"A única coisa que chata é que meu projeto não me dá as horas que gasto automatizando Daí, como é a minha ""carta na manga"" passo algumas horas a mais pra garantir isso
Com esse ""entrave"", consigo ser bastante empregável mas o preço ainda é alto!!!"
2/26/2023 17:29:56,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,10500,Analista de Testes,Sênior,Não,
2/28/2023 5:26:14,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",10500,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 7:11:56,PJ,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10500,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 8:26:54,CLT,Feminino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",10500,Analista de Qualidade (QA),Sênior,Não,Qual a diferença salarial relacionada ao gênero Qual percentual de diferença salarial de acordo com a região em trabalhos remotos?
2/12/2023 21:38:58,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10500,Analista de Qualidade (QA),Sênior,Não,
2/21/2023 11:44:44,Flex,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",10500,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/21/2023 12:06:04,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10500,Analista de Qualidade (QA),Sênior,Não,
2/23/2023 6:39:16,CLT,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",10500,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/26/2023 9:02:20,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10500,Analista de Testes,Pleno,Não,
2/27/2023 9:35:02,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10500,Líder de Testes,Sênior,Não,
2/23/2023 7:12:09,CLT,Masculino,Sudeste,Remoto,Não,10300,Líder de Testes,Sênior,Sim,Equipe possuía cerca de 35 analistas e hoje estamos atuando com apenas 11 
2/11/2023 13:19:18,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10292,Analista de Qualidade (QA),Sênior,Sim,
2/15/2023 15:05:42,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10292,Analista de Qualidade (QA),Sênior,Sim,
2/27/2023 15:02:06,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10273,Engenheiro de Qualidade (QA Engineer),Especialista,Não,
2/15/2023 11:58:59,CLT,Feminino,Norte,Remoto,"Sim, entre 1 e 8 horas por semana",10250,Analista de Qualidade (QA),Pleno,Não,
2/10/2023 22:59:17,PJ,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",10160,Analista de Testes,Sênior,Não,
2/26/2023 21:54:25,PJ,Masculino,Sudeste,Remoto,Não,10080,Analista de Qualidade (QA),Pleno,Não,
2/23/2023 11:35:02,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10071.17,Analista de Testes,Pleno,Não,
2/22/2023 9:32:51,CLT,Feminino,Sul,Remoto,Não,10049,Analista de Testes,Pleno,Não,"Hoje meu cargo é analista de testes pleno, tenho mais de 23 anos na área de TI sendo 13 em QA
Iniciei trabalhando como desenvolvedora, passei pelo suporte e me encontrei na área de Testes e não sai mais hahaha
Acredito que meu salario para pleno esta acima do mercado, mas pela minha experiência acredito que deveria ser sênior, pelo menos quando eu recebo outras propostas de emprego é sempre para analista de testes sênior pelo tempo de experiência
Já trabalhei com automação com Selenium Webdrive e java em 2017 e de lá para cá somente testes manuais, este ano estou fazendo cursos de Automação Robot para voltar a trabalhar com automação de testes"
2/19/2023 23:24:13,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",10003.8,Automatizador de Testes,Sênior,Sim,
2/9/2023 7:30:15,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",10000,Analista de Qualidade (QA),Sênior,Sim,
2/21/2023 2:45:05,PJ,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",10000,Analista de Testes,Sênior,Sim,
3/6/2023 8:18:40,CLT,Feminino,Sul,Remoto,"Sim, mais de 8 horas por semama",10000,Analista de Qualidade (QA),Sênior,Sim,
